SN,Pers1_id,pay5_2,pay5_3a,pay5_3aOther,pay5_3b__0,pay5_4,pay5_5,pay5_6
8867,Friend,Rural village, , ,Mwanza,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
9440,Friend,Urban community, , ,Mwanza,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
7679,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9255,Friend,Urban community, , ,Mwanza,Monthly,Through mobile phone using the same network,Household use (food/clothing)
2631,Friend,Urban community, , ,Mbeya,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4409,Friend,Urban community, , ,Mwanza,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7060,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
6722,Friend,Urban community, , ,Dodoma,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
6723,Friend,Rural village, , ,Singida,When you can,Through mobile phone using the same network,Household use (food/clothing)
9326,Friend,Urban community, , ,Simiyu,Monthly,Through mobile phone using the same network,Household use (food/clothing)
9718,Friend,Rural village, , ,Shinyanga,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
9721,Friend,Urban community, , ,Mjini Magharibi,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
6429,Friend,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
6430,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1014,Friend,Urban community, , ,Tanga,When you can,Through mobile phone using the same network,Household use (food/clothing)
6881,Friend,Urban community, , ,Kaskazini Unguja,When you can,Through mobile phone using the same network,Household use (food/clothing)
7698,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4659,Friend,Urban community, , ,Shinyanga,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
1015,Friend,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
1343,Friend,Urban community, , ,Morogoro,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
2014,Friend,Urban community, , ,Mtwara,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9196,Friend,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
6731,Friend,Urban community, , ,Dodoma,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
9513,Friend,Urban community, , ,Ruvuma,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4943,Friend,Rural village, , ,Manyara,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9451,Friend,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
1779,Friend,Urban community, , ,Lindi,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8897,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7914,Friend,Rural village, , ,Lindi,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1782,Friend,Urban community, , ,Pwani,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
6738,Friend,Urban community, , ,Dodoma,When you can,Through mobile phone using the same network,Household use (food/clothing)
9454,Friend,Urban community, , ,Geita,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
5508,Friend,Urban community, , ,Simiyu,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7993,Friend,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
8903,Friend,Urban community, , ,Mwanza,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
3147,Friend,Urban community, , ,Tabora,When you can,Through mobile phone using the same network,Household use (food/clothing)
2278,Friend,Rural village, , ,Rukwa,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
4172,Friend,Urban community, , ,Geita,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
5746,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
296,Friend,Rural village, , ,Dodoma,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8907,Friend,Urban community, , ,Geita,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
2653,Friend,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
2482,Friend,Rural village, , ,Iringa,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
6086,Friend,Rural village, , ,Kaskazini Unguja,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9268,Friend,Rural village, , ,Katavi,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8685,Friend,Urban community, , ,Kagera,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
8609,Friend,Urban community, , ,Mwanza,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
308,Friend,Rural village, , ,Dodoma,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
7231,Friend,Urban community, , ,Dodoma,When you can,Through mobile phone using the same network,Household use (food/clothing)
1052,Friend,Urban community, , ,Tanga,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
2663,Friend,Rural village, , ,Mbeya,When you can,Through mobile phone using the same network,Household use (food/clothing)
8190,Friend,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
2299,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8924,Friend,Urban community, , ,Mwanza,Monthly,Through mobile phone using the same network,Household use (food/clothing)
6596,Friend,Rural village, , ,Kusini Unguja,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
5766,Friend,Urban community, , ,Geita,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
6243,Friend,Urban community, , ,Mjini Magharibi,When you can,Through mobile phone using the same network,Household use (food/clothing)
9273,Friend,Urban community, , ,Rukwa,Monthly,Through mobile phone using the same network,Household use (food/clothing)
7083,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
3409,Friend,Rural village, , ,Rukwa,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
6453,Friend,Urban community, , ,Kaskazini Unguja,When you can,Through mobile phone using the same network,Household use (food/clothing)
9276,Friend,Urban community, , ,Katavi,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
