SN,Exp_id,E14_3,E14_2
3623,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
2626,You had large unforeseen medical expenses,Yes,Borrowed money
7674,You had large unforeseen medical expenses,Yes,Used savings;
1005,You received no money/less money than you expected,Yes,Borrowed money
1005,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
7354,You received no money/less money than you expected,No,Sold an asset/something obtained for this purpose
706,You received no money/less money than you expected,Yes,Cut down on expenses
3360,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
3360,You had large unforeseen death/funeral expenses,Yes,Sold agriproducts/livestock/harvest
3360,You received no money/less money than you expected,Yes,Sold agriproducts/livestock/harvest
4137,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
4137,You received no money/less money than you expected,Yes,Used savings;
270,You received no money/less money than you expected,Yes,Worked more/did casual jobs
270,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
3624,You had large unforeseen medical expenses,Yes,Used savings;
1006,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
1006,You had large unforeseen medical expenses,Yes,Borrowed money
8872,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
8872,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
8872,"You had large unforeseen expenses, specify",Yes,Worked more/did casual jobs
8872,You had large unforeseen death/funeral expenses,Yes,Worked more/did casual jobs
2627,You received no money/less money than you expected,Yes,Worked more/did casual jobs
2627,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
5292,You had large unforeseen death/funeral expenses,Yes,Sold an asset/something obtained for this purpose
7677,You received no money/less money than you expected,Yes,Nothing
6059,You received no money/less money than you expected,Yes,Borrowed money
2251,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
2251,You received no money/less money than you expected,Yes,Worked more/did casual jobs
2251,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
1580,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
1580,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
9195,You had large unforeseen medical expenses,No,Help from friends/relatives/community/Government
4138,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
3361,You had large unforeseen medical expenses,Yes,Sold an asset/something obtained for this purpose
272,You had large unforeseen medical expenses,Yes,Used savings;
272,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
1007,You had large unforeseen medical expenses,Yes,Cut down on expenses
1007,You had large unforeseen death/funeral expenses,Yes,Nothing
7679,You had large unforeseen medical expenses,Yes,Used savings;
7679,You received no money/less money than you expected,Yes,Used savings;
7679,You had large unforeseen death/funeral expenses,Yes,Used savings;
707,You had large unforeseen medical expenses,Yes,Cut down on expenses
6323,You received no money/less money than you expected,Yes,Nothing
6323,You had large unforeseen medical expenses,Yes,Nothing
2629,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
2629,You had large unforeseen death/funeral expenses,Yes,Worked more/did casual jobs
5913,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
5913,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
9255,You received no money/less money than you expected,Yes,Worked more/did casual jobs
8875,You received no money/less money than you expected,Yes,Used savings;
6060,You received no money/less money than you expected,Yes,Used savings;
7201,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
7201,You had large unforeseen medical expenses,Yes,Cut down on expenses
2252,You received no money/less money than you expected,Yes,Worked more/did casual jobs
2252,You had large unforeseen medical expenses,Yes,Borrowed money
7680,You received no money/less money than you expected,Yes,Cut down on expenses
3118,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
5483,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
2253,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
2253,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
2253,You had large unforeseen medical expenses,Yes,Nothing
2253,You received no money/less money than you expected,Yes,Nothing
6583,You had large unforeseen medical expenses,Yes,Cut down on expenses
6583,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
9441,You received no money/less money than you expected,Yes,Worked more/did casual jobs
9061,You had large unforeseen medical expenses,Yes,Used savings;
2630,You received no money/less money than you expected,Yes,Worked more/did casual jobs
2458,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
2458,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
8173,You had large unforeseen medical expenses,Yes,Used savings;
8173,You received no money/less money than you expected,Yes,Nothing
8173,You had large unforeseen death/funeral expenses,Yes,Used savings;
5148,You had large unforeseen medical expenses,No,Claimed insurance/policy pay-out
1008,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
1008,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
1008,You received no money/less money than you expected,Yes,Cut down on expenses
1008,You had large unforeseen medical expenses,Yes,Used savings;
4925,You received no money/less money than you expected,Yes,Cut down on expenses
4925,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
4925,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
2459,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
7682,You received no money/less money than you expected,Yes,Borrowed money
2460,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
2460,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
2460,You received no money/less money than you expected,Yes,Nothing
2254,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
4926,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
4926,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
4926,You had large unforeseen death/funeral expenses,Yes,Worked more/did casual jobs
4926,You received no money/less money than you expected,Yes,Worked more/did casual jobs
3362,You had large unforeseen medical expenses,Yes,Nothing
7683,You received no money/less money than you expected,Yes,Worked more/did casual jobs
4927,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
2631,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
6584,You had large unforeseen medical expenses,Yes,Borrowed money
6584,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
6584,You had large unforeseen death/funeral expenses,Yes,Borrowed money
4928,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
4928,You received no money/less money than you expected,No,Nothing
6585,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
7059,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
3626,You had large unforeseen medical expenses,Yes,Borrowed money
6586,You had large unforeseen medical expenses,Yes,Borrowed money
4139,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
8591,You had large unforeseen death/funeral expenses,Yes,Used savings;
8591,You received no money/less money than you expected,No,Used savings;
8389,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
8389,You received no money/less money than you expected,Yes,Worked more/did casual jobs
8389,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
273,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
2002,You had large unforeseen death/funeral expenses,Yes,Worked more/did casual jobs
2002,You received no money/less money than you expected,Yes,Worked more/did casual jobs
6721,You received no money/less money than you expected,Yes,Worked more/did casual jobs
6721,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
