SN,Pers_id,pay2_2,pay2_3a,pay2_3aOther,pay2_3b__0,pay2_4,pay2_5,pay2_6
9021,Parent,Rural village, , ,Shinyanga,When you can,Through mobile phone using the same network,Household use (food/clothing)
9387,Parent,Rural village, , ,Shinyanga,When you can,Through mobile phone using the same network,Household use (food/clothing)
5644,Other family member,Urban community, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
5644,Parent,Rural village, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4577,Other family member,Rural village, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9395,Other family member,Urban community, , ,Shinyanga,When you can,Through mobile phone using the same network,Household use (food/clothing)
3852,Other family member,Rural village, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8810,Parent,Urban community, , ,Shinyanga,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8812,Other family member,Urban community, , ,Shinyanga,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
2812,Child,Rural village, , ,Shinyanga,Monthly,Through mobile phone using the same network,Household use (food/clothing)
5689,Other family member,Rural village, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8571,Friend,Urban community, , ,Shinyanga,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8572,Spouse,Urban community, , ,Shinyanga,When you can,Through mobile phone using the same network,Household use (food/clothing)
5695,Spouse,Urban community, , ,Shinyanga,When you can,Through mobile phone using the same network,Household use (food/clothing)
5704,Other family member,Rural village, , ,Shinyanga,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
5276,Child,Urban community, , ,Shinyanga,When you can,Through mobile phone using the same network,Household use (food/clothing)
3885,Friend,Rural village, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
3113,Parent,Urban community, , ,Shinyanga,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
2639,Other family member,Urban community, , ,Shinyanga,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
5306,Parent,Rural village, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
5512,Other family member,Urban community, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
5307,Other family member,Urban community, , ,Shinyanga,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
5317,Other family member,Urban community, , ,Shinyanga,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
5523,Other family member,Urban community, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4456,Other family member,Rural village, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8611,Spouse,Urban community, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
3693,Parent,Rural village, , ,Shinyanga,When you can,Through mobile phone using the same network,Household use (food/clothing)
8618,Parent,Urban community, , ,Shinyanga,Monthly,Through mobile phone using the same network,Household use (food/clothing)
6108,Other family member,Rural village, , ,Shinyanga,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
6108,Parent,Rural village, , ,Shinyanga,When you can,Through mobile phone using the same network,Household use (food/clothing)
3941,Friend,Rural village, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4702,Parent,Rural village, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
5342,Friend,Urban community, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9479,Parent,Rural village, , ,Shinyanga,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8642,Friend,Urban community, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9350,Other family member,Urban community, , ,Shinyanga,Monthly,Through mobile phone using the same network,Household use (food/clothing)
3967,Parent,Rural village, , ,Shinyanga,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
3233,Spouse,Rural village, , ,Kigoma,When they ask you to/in an emergency,Through Agent,Household use (food/clothing)
3022,Parent,Urban community, , ,Kigoma,When you can,Through Agent,Household use (food/clothing)
958,Friend,Rural village, , ,Kigoma,Seasonally,Through Agent,Household use (food/clothing)
958,Parent,Rural village, , ,Kigoma,Seasonally,Through Agent,Household use (food/clothing)
958,Other family member,Rural village, , ,Kigoma,Seasonally,Through Agent,Household use (food/clothing)
2955,Parent,Rural village, , ,Kigoma,When you can,Through mobile phone: different network,Household use (food/clothing)
3484,Spouse,Rural village, , ,Kigoma,When you can,Through mobile phone: different network,Household use (food/clothing)
3485,Child,Urban community, , ,Kigoma,Seasonally,Through mobile phone: different network,Household use (food/clothing)
3486,Other family member,Rural village, , ,Kigoma,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
8533,Other family member,Rural village, , ,Kigoma,Several times a year,Through mobile phone: different network,Household use (food/clothing)
7500,Parent,Rural village, , ,Kigoma,When you can,Through mobile phone: different network,Household use (food/clothing)
9235,Parent,Rural village, , ,Kigoma,Several times a year,Through mobile phone: different network,Household use (food/clothing)
7610,Parent,Rural village, , ,Kigoma,Several times a year,Through mobile phone: different network,Household use (food/clothing)
3596,Friend,Rural village, , ,Kigoma,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
7344,Parent,Rural village, , ,Kigoma,When you can,Through mobile phone: different network,Household use (food/clothing)
7634,Parent,Urban community, , ,Kigoma,Monthly,Through mobile phone: different network,Household use (food/clothing)
6869,Parent,Rural village, , ,Kigoma,When you can,Through mobile phone: different network,Household use (food/clothing)
3632,Spouse,Rural village, , ,Kigoma,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
8479,Parent,Rural village, , ,Kigoma,Several times a year,Through mobile phone: different network,Household use (food/clothing)
8489,Parent,Rural village, , ,Kigoma,When you can,Through mobile phone: different network,Household use (food/clothing)
3694,Spouse,Rural village, , ,Kigoma,When you can,Through mobile phone: different network,Household use (food/clothing)
3716,Parent,Rural village, , ,Kigoma,Monthly,Through mobile phone: different network,Household use (food/clothing)
8502,Spouse,Urban community, , ,Kigoma,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
